market,decision_utc,h,target_r,entry,stop,tp,stake,score,post_range_gate,mature,coverage,bars,expected_bars,result,gross_pct,net_pct,gross_r,net_r,mfe_pct,mae_pct,minutes_to_peak,exit_utc,ambiguous_stop_tp,gap_below_stop,captured_positive_upside,net_pnl_guide_eur,fee_plus_slippage_each_side
VVV-EUR,2026-09-21T01:24:07.495398+00:00,4,1.4,27.0683,24.9591,30.02118,,8.369,False,True,1.0,47,47,HORIZON_MARK,4.8296,4.0984,0.6198,0.4859,6.9517,-2.4006,110.88,2026-09-21T05:20:00+00:00,False,False,0.6947,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,4,1.5,27.0683,24.9591,30.232100000000003,,8.369,False,True,1.0,47,47,HORIZON_MARK,4.8296,4.0984,0.6198,0.4859,6.9517,-2.4006,110.88,2026-09-21T05:20:00+00:00,False,False,0.6947,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,4,1.6,27.0683,24.9591,30.443020000000004,,8.369,False,True,1.0,47,47,HORIZON_MARK,4.8296,4.0984,0.6198,0.4859,6.9517,-2.4006,110.88,2026-09-21T05:20:00+00:00,False,False,0.6947,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,4,2,27.0683,24.9591,31.2867,,8.369,False,True,1.0,47,47,HORIZON_MARK,4.8296,4.0984,0.6198,0.4859,6.9517,-2.4006,110.88,2026-09-21T05:20:00+00:00,False,False,0.6947,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,12,1.4,27.0683,24.9591,30.02118,,8.369,False,True,1.0,143,143,TP,10.909,10.1353,1.4,1.2015,11.4082,-2.4006,410.88,2026-09-21T08:10:00+00:00,False,False,0.9562,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,12,1.5,27.0683,24.9591,30.232100000000003,,8.369,False,True,1.0,143,143,HORIZON_MARK,4.0534,3.3276,0.5202,0.3945,11.4082,-2.4006,410.88,2026-09-21T13:20:00+00:00,False,False,0.3553,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,12,1.6,27.0683,24.9591,30.443020000000004,,8.369,False,True,1.0,143,143,HORIZON_MARK,4.0534,3.3276,0.5202,0.3945,11.4082,-2.4006,410.88,2026-09-21T13:20:00+00:00,False,False,0.3553,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,12,2,27.0683,24.9591,31.2867,,8.369,False,True,1.0,143,143,HORIZON_MARK,4.0534,3.3276,0.5202,0.3945,11.4082,-2.4006,410.88,2026-09-21T13:20:00+00:00,False,False,0.3553,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,24,1.4,27.0683,24.9591,30.02118,,8.369,False,True,1.0,287,287,TP,10.909,10.1353,1.4,1.2015,11.4082,-2.4006,410.88,2026-09-21T08:10:00+00:00,False,False,0.9562,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,24,1.5,27.0683,24.9591,30.232100000000003,,8.369,False,True,1.0,287,287,HORIZON_MARK,1.3983,0.691,0.1795,0.0819,11.4082,-2.4006,410.88,2026-09-22T01:20:00+00:00,False,False,0.1226,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,24,1.6,27.0683,24.9591,30.443020000000004,,8.369,False,True,1.0,287,287,HORIZON_MARK,1.3983,0.691,0.1795,0.0819,11.4082,-2.4006,410.88,2026-09-22T01:20:00+00:00,False,False,0.1226,0.0,0.0035
VVV-EUR,2026-09-21T01:24:07.495398+00:00,24,2,27.0683,24.9591,31.2867,,8.369,False,True,1.0,287,287,HORIZON_MARK,1.3983,0.691,0.1795,0.0819,11.4082,-2.4006,410.88,2026-09-22T01:20:00+00:00,False,False,0.1226,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,4,1.4,0.082007,0.077131,0.08883339999999998,,7.057,False,True,1.0,47,47,HORIZON_MARK,0.739,0.0362,0.1243,0.0055,4.4399,-2.3925,78.43,2026-09-21T05:40:00+00:00,False,False,0.1664,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,4,1.5,0.082007,0.077131,0.08932099999999998,,7.057,False,True,1.0,47,47,HORIZON_MARK,0.739,0.0362,0.1243,0.0055,4.4399,-2.3925,78.43,2026-09-21T05:40:00+00:00,False,False,0.1664,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,4,1.6,0.082007,0.077131,0.08980859999999999,,7.057,False,True,1.0,47,47,HORIZON_MARK,0.739,0.0362,0.1243,0.0055,4.4399,-2.3925,78.43,2026-09-21T05:40:00+00:00,False,False,0.1664,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,4,2,0.082007,0.077131,0.091758,,7.057,False,True,1.0,47,47,HORIZON_MARK,0.739,0.0362,0.1243,0.0055,4.4399,-2.3925,78.43,2026-09-21T05:40:00+00:00,False,False,0.1664,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,12,1.4,0.082007,0.077131,0.08883339999999998,,7.057,False,True,1.0,143,143,TP,8.3242,7.5685,1.4,1.1464,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.7422,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,12,1.5,0.082007,0.077131,0.08932099999999998,,7.057,False,True,1.0,143,143,TP,8.9188,8.159,1.5,1.2358,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.7952,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,12,1.6,0.082007,0.077131,0.08980859999999999,,7.057,False,True,1.0,143,143,TP,9.5133,8.7494,1.6,1.3253,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.8482,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,12,2,0.082007,0.077131,0.091758,,7.057,False,True,1.0,143,143,HORIZON_MARK,7.8884,7.1358,1.3267,1.0809,11.2161,-2.3925,648.43,2026-09-21T13:40:00+00:00,False,False,0.7033,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,24,1.4,0.082007,0.077131,0.08883339999999998,,7.057,False,True,1.0,287,287,TP,8.3242,7.5685,1.4,1.1464,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.7422,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,24,1.5,0.082007,0.077131,0.08932099999999998,,7.057,False,True,1.0,287,287,TP,8.9188,8.159,1.5,1.2358,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.7952,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,24,1.6,0.082007,0.077131,0.08980859999999999,,7.057,False,True,1.0,287,287,TP,9.5133,8.7494,1.6,1.3253,11.2161,-2.3925,648.43,2026-09-21T11:05:00+00:00,False,False,0.8482,0.0,0.0035
XPL-EUR,2026-09-21T01:41:34.378826+00:00,24,2,0.082007,0.077131,0.091758,,7.057,False,True,1.0,287,287,HORIZON_MARK,2.7851,2.0681,0.4684,0.3133,11.2161,-2.3925,648.43,2026-09-22T01:40:00+00:00,False,False,0.2483,0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,4,1.4,0.029925,0.02822,0.032312,,7.441,False,True,1.0,47,47,TP,7.9766,7.2234,1.4,1.1366,8.0167,-6.4528,12.44,2026-09-21T03:05:00+00:00,False,False,0.995,0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,4,1.5,0.029925,0.02822,0.032482500000000004,,7.441,False,True,1.0,47,47,STOP,-5.6976,-6.3554,-1.0,-1.0,8.0167,-6.4528,12.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,4,1.6,0.029925,0.02822,0.032653,,7.441,False,True,1.0,47,47,STOP,-5.6976,-6.3554,-1.0,-1.0,8.0167,-6.4528,12.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,4,2,0.029925,0.02822,0.033335,,7.441,False,True,1.0,47,47,STOP,-5.6976,-6.3554,-1.0,-1.0,8.0167,-6.4528,12.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,12,1.4,0.029925,0.02822,0.032312,,7.441,False,True,1.0,143,143,TP,7.9766,7.2234,1.4,1.1366,8.3676,-6.4528,617.44,2026-09-21T03:05:00+00:00,False,False,0.9533,0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,12,1.5,0.029925,0.02822,0.032482500000000004,,7.441,False,True,1.0,143,143,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,12,1.6,0.029925,0.02822,0.032653,,7.441,False,True,1.0,143,143,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,12,2,0.029925,0.02822,0.033335,,7.441,False,True,1.0,143,143,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,24,1.4,0.029925,0.02822,0.032312,,7.441,False,True,1.0,287,287,TP,7.9766,7.2234,1.4,1.1366,8.3676,-6.4528,617.44,2026-09-21T03:05:00+00:00,False,False,0.9533,0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,24,1.5,0.029925,0.02822,0.032482500000000004,,7.441,False,True,1.0,287,287,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,24,1.6,0.029925,0.02822,0.032653,,7.441,False,True,1.0,287,287,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
KMNO-EUR,2026-09-21T02:52:33.329673+00:00,24,2,0.029925,0.02822,0.033335,,7.441,False,True,1.0,287,287,STOP,-5.6976,-6.3554,-1.0,-1.0,8.3676,-6.4528,617.44,2026-09-21T04:15:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,4,1.4,0.0062212,0.0057262,0.006914199999999999,,7.069,False,True,1.0,47,47,HORIZON_MARK,-5.912,-6.5684,-0.743,-0.7639,0.9484,-7.8763,5.16,2026-09-21T07:25:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,4,1.5,0.0062212,0.0057262,0.0069637,,7.069,False,True,1.0,47,47,HORIZON_MARK,-5.912,-6.5684,-0.743,-0.7639,0.9484,-7.8763,5.16,2026-09-21T07:25:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,4,1.6,0.0062212,0.0057262,0.007013199999999999,,7.069,False,True,1.0,47,47,HORIZON_MARK,-5.912,-6.5684,-0.743,-0.7639,0.9484,-7.8763,5.16,2026-09-21T07:25:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,4,2,0.0062212,0.0057262,0.0072111,,7.069,False,True,1.0,47,47,HORIZON_MARK,-5.912,-6.5684,-0.743,-0.7639,0.9484,-7.8763,5.16,2026-09-21T07:25:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,12,1.4,0.0062212,0.0057262,0.006914199999999999,,7.069,False,True,1.0,143,143,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.4076,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,12,1.5,0.0062212,0.0057262,0.0069637,,7.069,False,True,1.0,143,143,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.4076,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,12,1.6,0.0062212,0.0057262,0.007013199999999999,,7.069,False,True,1.0,143,143,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.4076,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,12,2,0.0062212,0.0057262,0.0072111,,7.069,False,True,1.0,143,143,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.4076,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,24,1.4,0.0062212,0.0057262,0.006914199999999999,,7.069,False,True,1.0,287,287,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.8866,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,24,1.5,0.0062212,0.0057262,0.0069637,,7.069,False,True,1.0,287,287,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.8866,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,24,1.6,0.0062212,0.0057262,0.007013199999999999,,7.069,False,True,1.0,287,287,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.8866,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
G-EUR,2026-09-21T03:29:50.434471+00:00,24,2,0.0062212,0.0057262,0.0072111,,7.069,False,True,1.0,287,287,STOP,-7.9567,-8.5987,-1.0,-1.0,0.9484,-12.8866,5.16,2026-09-21T07:55:00+00:00,False,False,0.0,-0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,4,1.4,0.219354,0.20368,0.24129759999999997,,9.209,False,True,1.0,47,47,HORIZON_MARK,-4.9482,-5.6112,-0.6925,-0.72,-0.0702,-5.1118,1.46,2026-09-21T07:45:00+00:00,False,False,,-0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,4,1.5,0.219354,0.20368,0.242865,,9.209,False,True,1.0,47,47,HORIZON_MARK,-4.9482,-5.6112,-0.6925,-0.72,-0.0702,-5.1118,1.46,2026-09-21T07:45:00+00:00,False,False,,-0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,4,1.6,0.219354,0.20368,0.2444324,,9.209,False,True,1.0,47,47,HORIZON_MARK,-4.9482,-5.6112,-0.6925,-0.72,-0.0702,-5.1118,1.46,2026-09-21T07:45:00+00:00,False,False,,-0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,4,2,0.219354,0.20368,0.250702,,9.209,False,True,1.0,47,47,HORIZON_MARK,-4.9482,-5.6112,-0.6925,-0.72,-0.0702,-5.1118,1.46,2026-09-21T07:45:00+00:00,False,False,,-0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,12,1.4,0.219354,0.20368,0.24129759999999997,,9.209,False,True,1.0,143,143,TP,10.0037,9.2364,1.4,1.1852,15.1007,-5.1118,526.46,2026-09-21T09:25:00+00:00,False,False,0.6625,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,12,1.5,0.219354,0.20368,0.242865,,9.209,False,True,1.0,143,143,TP,10.7183,9.946,1.5,1.2762,15.1007,-5.1118,526.46,2026-09-21T09:35:00+00:00,False,False,0.7098,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,12,1.6,0.219354,0.20368,0.2444324,,9.209,False,True,1.0,143,143,TP,11.4328,10.6555,1.6,1.3673,15.1007,-5.1118,526.46,2026-09-21T10:15:00+00:00,False,False,0.7571,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,12,2,0.219354,0.20368,0.250702,,9.209,False,True,1.0,143,143,TP,14.2911,13.4938,2.0,1.7315,15.1007,-5.1118,526.46,2026-09-21T10:25:00+00:00,False,False,0.9464,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,24,1.4,0.219354,0.20368,0.24129759999999997,,9.209,False,True,1.0,287,287,TP,10.0037,9.2364,1.4,1.1852,20.0794,-5.1118,1006.46,2026-09-21T09:25:00+00:00,False,False,0.4982,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,24,1.5,0.219354,0.20368,0.242865,,9.209,False,True,1.0,287,287,TP,10.7183,9.946,1.5,1.2762,20.0794,-5.1118,1006.46,2026-09-21T09:35:00+00:00,False,False,0.5338,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,24,1.6,0.219354,0.20368,0.2444324,,9.209,False,True,1.0,287,287,TP,11.4328,10.6555,1.6,1.3673,20.0794,-5.1118,1006.46,2026-09-21T10:15:00+00:00,False,False,0.5694,0.0,0.0035
USELESS-EUR,2026-09-21T03:48:32.214516+00:00,24,2,0.219354,0.20368,0.250702,,9.209,False,True,1.0,287,287,TP,14.2911,13.4938,2.0,1.7315,20.0794,-5.1118,1006.46,2026-09-21T10:25:00+00:00,False,False,0.7117,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,4,1.4,0.0774,0.0736,0.08271999999999999,,6.933,False,True,1.0,47,47,HORIZON_MARK,-1.1628,-1.8522,-0.2368,-0.3324,1.0465,-2.0284,13.5,2026-09-21T08:00:00+00:00,False,False,0.0,-0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,4,1.5,0.0774,0.0736,0.0831,,6.933,False,True,1.0,47,47,HORIZON_MARK,-1.1628,-1.8522,-0.2368,-0.3324,1.0465,-2.0284,13.5,2026-09-21T08:00:00+00:00,False,False,0.0,-0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,4,1.6,0.0774,0.0736,0.08348,,6.933,False,True,1.0,47,47,HORIZON_MARK,-1.1628,-1.8522,-0.2368,-0.3324,1.0465,-2.0284,13.5,2026-09-21T08:00:00+00:00,False,False,0.0,-0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,4,2,0.0774,0.0736,0.08499,,6.933,False,True,1.0,47,47,HORIZON_MARK,-1.1628,-1.8522,-0.2368,-0.3324,1.0465,-2.0284,13.5,2026-09-21T08:00:00+00:00,False,False,0.0,-0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,12,1.4,0.0774,0.0736,0.08271999999999999,,6.933,False,True,1.0,143,143,HORIZON_MARK,1.2016,0.4956,0.2447,0.0889,4.0698,-2.0284,498.5,2026-09-21T16:00:00+00:00,False,False,0.2952,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,12,1.5,0.0774,0.0736,0.0831,,6.933,False,True,1.0,143,143,HORIZON_MARK,1.2016,0.4956,0.2447,0.0889,4.0698,-2.0284,498.5,2026-09-21T16:00:00+00:00,False,False,0.2952,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,12,1.6,0.0774,0.0736,0.08348,,6.933,False,True,1.0,143,143,HORIZON_MARK,1.2016,0.4956,0.2447,0.0889,4.0698,-2.0284,498.5,2026-09-21T16:00:00+00:00,False,False,0.2952,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,12,2,0.0774,0.0736,0.08499,,6.933,False,True,1.0,143,143,HORIZON_MARK,1.2016,0.4956,0.2447,0.0889,4.0698,-2.0284,498.5,2026-09-21T16:00:00+00:00,False,False,0.2952,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,24,1.4,0.0774,0.0736,0.08271999999999999,,6.933,False,True,1.0,287,287,TP,6.8734,6.1279,1.4,1.0996,8.4884,-2.0284,1203.5,2026-09-22T00:05:00+00:00,False,False,0.8097,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,24,1.5,0.0774,0.0736,0.0831,,6.933,False,True,1.0,287,287,TP,7.3643,6.6154,1.5,1.1871,8.4884,-2.0284,1203.5,2026-09-22T00:05:00+00:00,False,False,0.8676,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,24,1.6,0.0774,0.0736,0.08348,,6.933,False,True,1.0,287,287,TP,7.8553,7.1029,1.6,1.2746,8.4884,-2.0284,1203.5,2026-09-22T00:05:00+00:00,False,False,0.9254,0.0,0.0035
TAIKO-EUR,2026-09-21T04:01:29.942051+00:00,24,2,0.0774,0.0736,0.08499,,6.933,False,True,1.0,287,287,HORIZON_MARK,4.832,4.1008,0.9842,0.7358,8.4884,-2.0284,1203.5,2026-09-22T04:00:00+00:00,False,False,0.5693,0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,4,1.4,10.027,9.5882,10.641319999999997,,7.727,False,True,1.0,47,47,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,4,1.5,10.027,9.5882,10.685199999999998,,7.727,False,True,1.0,47,47,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,4,1.6,10.027,9.5882,10.729079999999998,,7.727,False,True,1.0,47,47,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,4,2,10.027,9.5882,10.9045,,7.727,False,True,1.0,47,47,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,12,1.4,10.027,9.5882,10.641319999999997,,7.727,False,True,1.0,143,143,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,12,1.5,10.027,9.5882,10.685199999999998,,7.727,False,True,1.0,143,143,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,12,1.6,10.027,9.5882,10.729079999999998,,7.727,False,True,1.0,143,143,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,12,2,10.027,9.5882,10.9045,,7.727,False,True,1.0,143,143,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-5.2159,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,24,1.4,10.027,9.5882,10.641319999999997,,7.727,False,True,1.0,287,287,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-6.5264,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,24,1.5,10.027,9.5882,10.685199999999998,,7.727,False,True,1.0,287,287,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-6.5264,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,24,1.6,10.027,9.5882,10.729079999999998,,7.727,False,True,1.0,287,287,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-6.5264,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
AVAX-EUR,2026-09-21T04:43:14.320703+00:00,24,2,10.027,9.5882,10.9045,,7.727,False,True,1.0,287,287,STOP,-4.3762,-5.0432,-1.0,-1.0,0.7889,-6.5264,21.76,2026-09-21T07:30:00+00:00,False,False,0.0,-0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,4,1.4,0.057231,0.052465,0.0639034,,7.771,False,True,1.0,47,47,TP,11.6587,10.8798,1.4,1.2133,14.265,-0.9488,43.18,2026-09-21T06:20:00+00:00,False,False,0.8173,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,4,1.5,0.057231,0.052465,0.06437999999999999,,7.771,False,True,1.0,47,47,TP,12.4915,11.7068,1.5,1.3055,14.265,-0.9488,43.18,2026-09-21T06:20:00+00:00,False,False,0.8757,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,4,1.6,0.057231,0.052465,0.0648566,,7.771,False,True,1.0,47,47,TP,13.3242,12.5337,1.6,1.3977,14.265,-0.9488,43.18,2026-09-21T06:20:00+00:00,False,False,0.9341,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,4,2,0.057231,0.052465,0.066762,,7.771,False,True,1.0,47,47,HORIZON_MARK,4.8855,4.1538,0.5867,0.4632,14.265,-0.9488,43.18,2026-09-21T09:35:00+00:00,False,False,0.3425,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,12,1.4,0.057231,0.052465,0.0639034,,7.771,False,True,1.0,143,143,TP,11.6587,10.8798,1.4,1.2133,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.8173,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,12,1.5,0.057231,0.052465,0.06437999999999999,,7.771,False,True,1.0,143,143,TP,12.4915,11.7068,1.5,1.3055,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.8757,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,12,1.6,0.057231,0.052465,0.0648566,,7.771,False,True,1.0,143,143,TP,13.3242,12.5337,1.6,1.3977,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.9341,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,12,2,0.057231,0.052465,0.066762,,7.771,False,True,1.0,143,143,HORIZON_MARK,-4.9886,-5.6513,-0.599,-0.6302,14.265,-6.5786,43.18,2026-09-21T17:35:00+00:00,False,False,0.0,-0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,24,1.4,0.057231,0.052465,0.0639034,,7.771,False,True,1.0,287,287,TP,11.6587,10.8798,1.4,1.2133,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.8173,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,24,1.5,0.057231,0.052465,0.06437999999999999,,7.771,False,True,1.0,287,287,TP,12.4915,11.7068,1.5,1.3055,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.8757,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,24,1.6,0.057231,0.052465,0.0648566,,7.771,False,True,1.0,287,287,TP,13.3242,12.5337,1.6,1.3977,14.265,-6.5786,43.18,2026-09-21T06:20:00+00:00,False,False,0.9341,0.0,0.0035
NIL-EUR,2026-09-21T05:36:49.224106+00:00,24,2,0.057231,0.052465,0.066762,,7.771,False,True,1.0,287,287,HORIZON_MARK,7.8961,7.1434,0.9482,0.7966,14.265,-6.5786,43.18,2026-09-22T05:35:00+00:00,False,False,0.5535,0.0,0.0035
